DataSet,PubID,TrialID,TrtID,IFN,VarName,VarValue,VarUnits,N,SE,SD
NRC2019,63,1,85,1-05-175,Dietary_inclusion,26.32,%DM,-,-,-
NRC2019,63,1,86,5-12-820,Dietary_inclusion,10.38,%DM,-,-,-
NRC2019,63,1,86,4-00-668,Dietary_inclusion,62.26,%DM,-,-,-
NRC2019,63,1,86,1-05-175,Dietary_inclusion,25.94,%DM,-,-,-
NRC2019,63,1,86,5-00-070,Dietary_inclusion,1.43,%DM,-,-,-
NRC2019,63,1,87,5-12-820,Dietary_inclusion,10.38,%DM,-,-,-
NRC2019,63,1,87,4-00-668,Dietary_inclusion,62.26,%DM,-,-,-
NRC2019,63,1,87,1-05-175,Dietary_inclusion,25.94,%DM,-,-,-
NRC2019,63,1,87,5-00-070,Dietary_inclusion,1.43,%DM,-,-,-
NRC2019,63,1,88,1-02-243,Dietary_inclusion,71.43,%DM,-,-,-
NRC2019,63,1,88,1-05-175,Dietary_inclusion,28.57,%DM,-,-,-
NRC2019,63,1,89,1-02-243,Dietary_inclusion,71.43,%DM,-,-,-
NRC2019,63,1,89,1-05-175,Dietary_inclusion,28.57,%DM,-,-,-
NRC2019,63,1,90,1-02-243,Dietary_inclusion,69.93,%DM,-,-,-
NRC2019,63,1,90,1-05-175,Dietary_inclusion,27.97,%DM,-,-,-
NRC2019,63,1,90,5-00-070,Dietary_inclusion,2.1,%DM,-,-,-
NRC2019,63,1,91,1-02-243,Dietary_inclusion,69.93,%DM,-,-,-
NRC2019,63,1,91,1-05-175,Dietary_inclusion,27.97,%DM,-,-,-
NRC2019,63,1,91,5-00-070,Dietary_inclusion,2.1,%DM,-,-,-
NRC2019,63,1,92,5-02-009,Dietary_inclusion,21.05,%DM,-,-,-
NRC2019,63,1,92,5-04-612,Dietary_inclusion,10.53,%DM,-,-,-
NRC2019,63,1,92,4-00-668,Dietary_inclusion,42.11,%DM,-,-,-
NRC2019,63,1,92,1-05-175,Dietary_inclusion,26.32,%DM,-,-,-
NRC2019,63,1,93,5-02-009,Dietary_inclusion,21.05,%DM,-,-,-
NRC2019,63,1,93,5-04-612,Dietary_inclusion,10.53,%DM,-,-,-
NRC2019,63,1,93,4-00-668,Dietary_inclusion,42.11,%DM,-,-,-
NRC2019,63,1,93,1-05-175,Dietary_inclusion,26.32,%DM,-,-,-
NRC2019,64,1,94,4-00-528,Dietary_inclusion,49.2,%DM,-,-,-
NRC2019,64,1,94,4-02-854,Dietary_inclusion,0,%DM,-,-,-
NRC2019,64,1,94,5-20-637,Dietary_inclusion,9.6,%DM,-,-,-
NRC2019,64,1,94,vit/min,Dietary_inclusion,1.2,%DM,-,-,-
NRC2019,64,1,94,1-02-212,Dietary_inclusion,40,%DM,-,-,-
NRC2019,64,1,95,4-00-528,Dietary_inclusion,0,%DM,-,-,-
NRC2019,64,1,95,4-02-854,Dietary_inclusion,70.2,%DM,-,-,-
NRC2019,64,1,95,5-20-637,Dietary_inclusion,18,%DM,-,-,-
NRC2019,64,1,95,vit/min,Dietary_inclusion,1.8,%DM,-,-,-
NRC2019,64,1,95,1-02-212,Dietary_inclusion,10,%DM,-,-,-
NRC2019,64,1,96,4-00-528,Dietary_inclusion,52.2,%DM,-,-,-
NRC2019,64,1,96,4-02-854,Dietary_inclusion,0,%DM,-,-,-
NRC2019,64,1,96,5-20-637,Dietary_inclusion,6.6,%DM,-,-,-
NRC2019,64,1,96,vit/min,Dietary_inclusion,1.2,%DM,-,-,-
NRC2019,64,1,96,1-02-212,Dietary_inclusion,40,%DM,-,-,-
NRC2019,64,1,97,4-00-528,Dietary_inclusion,0,%DM,-,-,-
NRC2019,64,1,97,4-02-854,Dietary_inclusion,74.7,%DM,-,-,-
NRC2019,64,1,97,5-20-637,Dietary_inclusion,13.5,%DM,-,-,-
NRC2019,64,1,97,vit/min,Dietary_inclusion,1.8,%DM,-,-,-
NRC2019,64,1,97,1-02-212,Dietary_inclusion,10,%DM,-,-,-
NRC2019,65,1,98,1-00-071,Dietary_inclusion,24.1,%DM,-,-,-
NRC2019,65,1,98,4-02-854,Dietary_inclusion,64.52,%DM,-,-,-
NRC2019,65,1,98,5-04-612,Dietary_inclusion,10.32,%DM,-,-,-
NRC2019,65,1,98,6-01-080,Dietary_inclusion,0.76,%DM,-,-,-
NRC2019,65,1,98,Vit1,Dietary_inclusion,0.08,%DM,-,-,-
NRC2019,65,1,98,6-01-080,Dietary_inclusion,0.23,%DM,-,-,-
NRC2019,65,1,99,1-00-071,Dietary_inclusion,38.1,%DM,-,-,-
NRC2019,65,1,99,4-02-854,Dietary_inclusion,53.48,%DM,-,-,-
NRC2019,65,1,99,5-04-612,Dietary_inclusion,7.68,%DM,-,-,-
NRC2019,65,1,99,6-01-080,Dietary_inclusion,0.62,%DM,-,-,-
NRC2019,65,1,99,Vit1,Dietary_inclusion,0.06,%DM,-,-,-
NRC2019,65,1,99,6-01-080,Dietary_inclusion,0.19,%DM,-,-,-
NRC2019,65,1,100,1-00-071,Dietary_inclusion,57.8,%DM,-,-,-
NRC2019,65,1,100,4-02-854,Dietary_inclusion,37.85,%DM,-,-,-
NRC2019,65,1,100,5-04-612,Dietary_inclusion,3.71,%DM,-,-,-
NRC2019,65,1,100,6-01-080,Dietary_inclusion,0.46,%DM,-,-,-
NRC2019,65,1,100,Vit1,Dietary_inclusion,0.04,%DM,-,-,-
NRC2019,65,1,100,6-01-080,Dietary_inclusion,0.13,%DM,-,-,-
NRC2019,65,1,101,1-00-071,Dietary_inclusion,80,%DM,-,-,-
NRC2019,65,1,101,4-02-854,Dietary_inclusion,19.7,%DM,-,-,-
NRC2019,65,1,101,5-04-612,Dietary_inclusion,0,%DM,-,-,-
NRC2019,65,1,101,6-01-080,Dietary_inclusion,0.2,%DM,-,-,-
NRC2019,65,1,101,Vit1,Dietary_inclusion,0.02,%DM,-,-,-
NRC2019,65,1,101,6-01-080,Dietary_inclusion,0.06,%DM,-,-,-
NRC2019,65,1,102,1-00-071,Dietary_inclusion,80,%DM,-,-,-
NRC2019,65,1,102,4-02-854,Dietary_inclusion,19.4,%DM,-,-,-
NRC2019,65,1,102,5-05-070,Dietary_inclusion,0.28,%DM,-,-,-
NRC2019,65,1,102,6-01-080,Dietary_inclusion,0.2,%DM,-,-,-
NRC2019,65,1,102,6-01-080,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,65,1,102,Vit1,Dietary_inclusion,0.02,%DM,-,-,-
NRC2019,65,1,103,1-00-071,Dietary_inclusion,80,%DM,-,-,-
NRC2019,65,1,103,4-02-854,Dietary_inclusion,19.4,%DM,-,-,-
NRC2019,65,1,103,5-05-070,Dietary_inclusion,0.28,%DM,-,-,-
NRC2019,65,1,103,6-01-080,Dietary_inclusion,0.2,%DM,-,-,-
NRC2019,65,1,103,6-01-080,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,65,1,103,Vit1,Dietary_inclusion,0.02,%DM,-,-,-
NRC2019,65,1,104,1-00-071,Dietary_inclusion,80,%DM,-,-,-
NRC2019,65,1,104,4-02-854,Dietary_inclusion,19.4,%DM,-,-,-
NRC2019,65,1,104,5-05-070,Dietary_inclusion,0.28,%DM,-,-,-
NRC2019,65,1,104,6-01-080,Dietary_inclusion,0.2,%DM,-,-,-
NRC2019,65,1,104,6-01-080,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,65,1,104,Vit1,Dietary_inclusion,0.02,%DM,-,-,-
NRC2019,66,1,105,1-02-277,Dietary_inclusion,65,%DM,-,-,-
NRC2019,66,1,105,4-02-854,Dietary_inclusion,26,%DM,-,-,-
NRC2019,66,1,105,5-20-638,Dietary_inclusion,8,%DM,-,-,-
NRC2019,66,1,105,Vit1,Dietary_inclusion,1,%DM,-,-,-
NRC2019,66,1,106,1-02-277,Dietary_inclusion,65,%DM,-,-,-
NRC2019,66,1,106,4-02-854,Dietary_inclusion,26,%DM,-,-,-
NRC2019,66,1,106,5-20-638,Dietary_inclusion,8,%DM,-,-,-
NRC2019,66,1,106,Vit1,Dietary_inclusion,1,%DM,-,-,-
NRC2019,66,1,107,1-02-277,Dietary_inclusion,65,%DM,-,-,-
NRC2019,66,1,107,4-02-854,Dietary_inclusion,26,%DM,-,-,-
NRC2019,66,1,107,5-20-638,Dietary_inclusion,8,%DM,-,-,-
NRC2019,66,1,107,Vit1,Dietary_inclusion,1,%DM,-,-,-
NRC2019,66,1,108,1-02-277,Dietary_inclusion,65,%DM,-,-,-
NRC2019,66,1,108,4-02-854,Dietary_inclusion,26,%DM,-,-,-
NRC2019,66,1,108,5-20-638,Dietary_inclusion,8,%DM,-,-,-
NRC2019,66,1,108,Vit1,Dietary_inclusion,1,%DM,-,-,-
NRC2019,68,1,115,3-28-248,Dietary_inclusion,35,%DM,-,-,-
NRC2019,68,1,115,1-07-788,Dietary_inclusion,15,%DM,-,-,-
NRC2019,68,1,115,5-02-318,Dietary_inclusion,1.75,%DM,-,-,-
NRC2019,68,1,115,4-21-017,Dietary_inclusion,35.35,%DM,-,-,-
NRC2019,68,1,115,1-03-283,Dietary_inclusion,9.5,%DM,-,-,-
NRC2019,68,1,115,4-04-695,Dietary_inclusion,2,%DM,-,-,-
NRC2019,68,1,115,CrnStarch,Dietary_inclusion,0,%DM,-,-,-
NRC2019,68,1,115,5-05-070,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,68,1,115,6-01-080,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,68,1,115,TMSalt,Dietary_inclusion,0.25,%DM,-,-,-
NRC2019,68,1,115,6-04-292,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,68,1,115,Vit1,Dietary_inclusion,0.05,%DM,-,-,-
NRC2019,68,1,116,3-28-248,Dietary_inclusion,35,%DM,-,-,-
NRC2019,68,1,116,1-07-788,Dietary_inclusion,15,%DM,-,-,-
NRC2019,68,1,116,5-02-318,Dietary_inclusion,7.5,%DM,-,-,-
NRC2019,68,1,116,4-21-017,Dietary_inclusion,31.3,%DM,-,-,-
NRC2019,68,1,116,1-03-283,Dietary_inclusion,6.3,%DM,-,-,-
NRC2019,68,1,116,4-04-695,Dietary_inclusion,3,%DM,-,-,-
NRC2019,68,1,116,CrnStarch,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,68,1,116,5-05-070,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,68,1,116,6-01-080,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,68,1,116,TMSalt,Dietary_inclusion,0.25,%DM,-,-,-
NRC2019,68,1,116,6-04-292,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,68,1,116,Vit1,Dietary_inclusion,0.05,%DM,-,-,-
NRC2019,68,1,117,3-28-248,Dietary_inclusion,35,%DM,-,-,-
NRC2019,68,1,117,1-07-788,Dietary_inclusion,15,%DM,-,-,-
NRC2019,68,1,117,5-02-318,Dietary_inclusion,13.25,%DM,-,-,-
NRC2019,68,1,117,4-21-017,Dietary_inclusion,27.55,%DM,-,-,-
NRC2019,68,1,117,1-03-283,Dietary_inclusion,2.8,%DM,-,-,-
NRC2019,68,1,117,4-04-695,Dietary_inclusion,4,%DM,-,-,-
NRC2019,68,1,117,CrnStarch,Dietary_inclusion,1,%DM,-,-,-
NRC2019,68,1,117,5-05-070,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,68,1,117,6-01-080,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,68,1,117,TMSalt,Dietary_inclusion,0.25,%DM,-,-,-
NRC2019,68,1,117,6-04-292,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,68,1,117,Vit1,Dietary_inclusion,0.05,%DM,-,-,-
NRC2019,68,1,118,3-28-248,Dietary_inclusion,35,%DM,-,-,-
NRC2019,68,1,118,1-07-788,Dietary_inclusion,15,%DM,-,-,-
NRC2019,68,1,118,5-02-318,Dietary_inclusion,19,%DM,-,-,-
NRC2019,68,1,118,4-21-017,Dietary_inclusion,23.1,%DM,-,-,-
NRC2019,68,1,118,1-03-283,Dietary_inclusion,0,%DM,-,-,-
NRC2019,68,1,118,4-04-695,Dietary_inclusion,5,%DM,-,-,-
NRC2019,68,1,118,CrnStarch,Dietary_inclusion,1.5,%DM,-,-,-
NRC2019,68,1,118,5-05-070,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,68,1,118,6-01-080,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,68,1,118,TMSalt,Dietary_inclusion,0.25,%DM,-,-,-
NRC2019,68,1,118,6-04-292,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,68,1,118,Vit1,Dietary_inclusion,0.05,%DM,-,-,-
NRC2019,69,1,119,4-21-017,Dietary_inclusion,30.74,%DM,-,-,-
NRC2019,69,1,119,1-03-283,Dietary_inclusion,6.34,%DM,-,-,-
NRC2019,69,1,119,4-04-695,Dietary_inclusion,2.34,%DM,-,-,-
NRC2019,69,1,119,5-05-070,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,119,5-04-604,Dietary_inclusion,16.69,%DM,-,-,-
NRC2019,69,1,119,5-02-318,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,119,5-02-142,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,119,5-02-843,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,119,6-01-080,Dietary_inclusion,0.57,%DM,-,-,-
NRC2019,69,1,119,6-04-152,Dietary_inclusion,0.29,%DM,-,-,-
NRC2019,69,1,119,6-04-292,Dietary_inclusion,0.06,%DM,-,-,-
NRC2019,69,1,119,Vit1,Dietary_inclusion,0.11,%DM,-,-,-
NRC2019,69,1,119,3-02-912,Dietary_inclusion,28.57,%DM,-,-,-
NRC2019,69,1,119,1-20-681,Dietary_inclusion,14.29,%DM,-,-,-
NRC2019,69,1,120,4-21-017,Dietary_inclusion,31.14,%DM,-,-,-
NRC2019,69,1,120,1-03-283,Dietary_inclusion,9.49,%DM,-,-,-
NRC2019,69,1,120,4-04-695,Dietary_inclusion,2.91,%DM,-,-,-
NRC2019,69,1,120,5-05-070,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,120,5-04-604,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,120,5-02-318,Dietary_inclusion,12.57,%DM,-,-,-
NRC2019,69,1,120,5-02-142,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,120,5-02-843,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,120,6-01-080,Dietary_inclusion,0.57,%DM,-,-,-
NRC2019,69,1,120,6-04-152,Dietary_inclusion,0.29,%DM,-,-,-
NRC2019,69,1,120,6-04-292,Dietary_inclusion,0.06,%DM,-,-,-
NRC2019,69,1,120,Vit1,Dietary_inclusion,0.11,%DM,-,-,-
NRC2019,69,1,120,3-02-912,Dietary_inclusion,28.57,%DM,-,-,-
NRC2019,69,1,120,1-20-681,Dietary_inclusion,14.29,%DM,-,-,-
NRC2019,69,1,121,4-21-017,Dietary_inclusion,22.63,%DM,-,-,-
NRC2019,69,1,121,1-03-283,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,121,4-04-695,Dietary_inclusion,1.43,%DM,-,-,-
NRC2019,69,1,121,5-05-070,Dietary_inclusion,0.4,%DM,-,-,-
NRC2019,69,1,121,5-04-604,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,121,5-02-318,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,121,5-02-142,Dietary_inclusion,31.66,%DM,-,-,-
NRC2019,69,1,121,5-02-843,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,121,6-01-080,Dietary_inclusion,0.57,%DM,-,-,-
NRC2019,69,1,121,6-04-152,Dietary_inclusion,0.29,%DM,-,-,-
NRC2019,69,1,121,6-04-292,Dietary_inclusion,0.06,%DM,-,-,-
NRC2019,69,1,121,Vit1,Dietary_inclusion,0.11,%DM,-,-,-
NRC2019,69,1,121,3-02-912,Dietary_inclusion,28.57,%DM,-,-,-
NRC2019,69,1,121,1-20-681,Dietary_inclusion,14.29,%DM,-,-,-
NRC2019,69,1,122,4-21-017,Dietary_inclusion,23.31,%DM,-,-,-
NRC2019,69,1,122,1-03-283,Dietary_inclusion,3.14,%DM,-,-,-
NRC2019,69,1,122,4-04-695,Dietary_inclusion,1.66,%DM,-,-,-
NRC2019,69,1,122,5-05-070,Dietary_inclusion,0.34,%DM,-,-,-
NRC2019,69,1,122,5-04-604,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,122,5-02-318,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,122,5-02-142,Dietary_inclusion,0,%DM,-,-,-
NRC2019,69,1,122,5-02-843,Dietary_inclusion,27.66,%DM,-,-,-
NRC2019,69,1,122,6-01-080,Dietary_inclusion,0.57,%DM,-,-,-
NRC2019,69,1,122,6-04-152,Dietary_inclusion,0.29,%DM,-,-,-
NRC2019,69,1,122,6-04-292,Dietary_inclusion,0.06,%DM,-,-,-
NRC2019,69,1,122,Vit1,Dietary_inclusion,0.11,%DM,-,-,-
NRC2019,69,1,122,3-02-912,Dietary_inclusion,28.57,%DM,-,-,-
NRC2019,69,1,122,1-20-681,Dietary_inclusion,14.29,%DM,-,-,-
NRC2019,70,1,123,1-02-243,Dietary_inclusion,19.5,%DM,-,-,-
NRC2019,70,1,123,AlfHay,Dietary_inclusion,9.6,%DM,-,-,-
NRC2019,70,1,123,5-01-614,Dietary_inclusion,40.8,%DM,-,-,-
NRC2019,70,1,123,ExtCotSd,Dietary_inclusion,0,%DM,-,-,-
NRC2019,70,1,123,RstCotSd,Dietary_inclusion,0,%DM,-,-,-
NRC2019,70,1,123,4-02-854,Dietary_inclusion,26.1,%DM,-,-,-
NRC2019,70,1,123,4-04-696,Dietary_inclusion,1.5,%DM,-,-,-
NRC2019,70,1,123,6-02-632,Dietary_inclusion,1.65,%DM,-,-,-
NRC2019,70,1,123,MinMix,Dietary_inclusion,0.45,%DM,-,-,-
NRC2019,70,1,123,6-01-080,Dietary_inclusion,0.3,%DM,-,-,-
NRC2019,70,1,123,Vit1,Dietary_inclusion,0.03,%DM,-,-,-
NRC2019,70,1,124,1-02-243,Dietary_inclusion,18.3,%DM,-,-,-
NRC2019,70,1,124,AlfHay,Dietary_inclusion,10.4,%DM,-,-,-
NRC2019,70,1,124,5-01-614,Dietary_inclusion,0,%DM,-,-,-
NRC2019,70,1,124,ExtCotSd,Dietary_inclusion,41.6,%DM,-,-,-
NRC2019,70,1,124,5-01-614,Dietary_inclusion,0,%DM,-,-,-
NRC2019,70,1,124,4-02-854,Dietary_inclusion,25.8,%DM,-,-,-
NRC2019,70,1,124,4-04-696,Dietary_inclusion,1.5,%DM,-,-,-
NRC2019,70,1,124,6-02-632,Dietary_inclusion,1.63,%DM,-,-,-
NRC2019,70,1,124,MinMix,Dietary_inclusion,0.44,%DM,-,-,-
NRC2019,70,1,124,6-01-080,Dietary_inclusion,0.3,%DM,-,-,-
NRC2019,70,1,124,Vit1,Dietary_inclusion,0.03,%DM,-,-,-
NRC2019,70,1,125,1-02-243,Dietary_inclusion,18.1,%DM,-,-,-
NRC2019,70,1,125,AlfHay,Dietary_inclusion,10.2,%DM,-,-,-
NRC2019,70,1,125,5-01-614,Dietary_inclusion,0,%DM,-,-,-
NRC2019,70,1,125,ExtCotSd,Dietary_inclusion,0,%DM,-,-,-
NRC2019,70,1,125,5-01-614,Dietary_inclusion,42.5,%DM,-,-,-
NRC2019,70,1,125,4-02-854,Dietary_inclusion,25.4,%DM,-,-,-
NRC2019,70,1,125,4-04-696,Dietary_inclusion,1.5,%DM,-,-,-
NRC2019,70,1,125,6-02-632,Dietary_inclusion,1.61,%DM,-,-,-
NRC2019,70,1,125,MinMix,Dietary_inclusion,0.44,%DM,-,-,-
NRC2019,70,1,125,6-01-080,Dietary_inclusion,0.3,%DM,-,-,-
NRC2019,70,1,125,Vit1,Dietary_inclusion,0.03,%DM,-,-,-
NRC2019,71,1,126,3-00-217,Dietary_inclusion,65,%DM,-,-,-
NRC2019,71,1,126,4-02-931,Dietary_inclusion,33.78,%DM,-,-,-
NRC2019,71,1,126,6-01-080,Dietary_inclusion,0.53,%DM,-,-,-
NRC2019,71,1,126,5-05-070,Dietary_inclusion,0.35,%DM,-,-,-
NRC2019,71,1,126,6-04-152,Dietary_inclusion,0.18,%DM,-,-,-
NRC2019,71,1,126,6-04-292,Dietary_inclusion,0.14,%DM,-,-,-
NRC2019,71,1,126,Vit1,Dietary_inclusion,0.04,%DM,-,-,-
NRC2019,71,1,127,3-00-217,Dietary_inclusion,65,%DM,-,-,-
NRC2019,71,1,127,4-02-931,Dietary_inclusion,33.78,%DM,-,-,-
NRC2019,71,1,127,6-01-080,Dietary_inclusion,0.53,%DM,-,-,-
NRC2019,71,1,127,5-05-070,Dietary_inclusion,0.35,%DM,-,-,-
NRC2019,71,1,127,6-04-152,Dietary_inclusion,0.18,%DM,-,-,-
NRC2019,71,1,127,6-04-292,Dietary_inclusion,0.14,%DM,-,-,-
NRC2019,71,1,127,Vit1,Dietary_inclusion,0.04,%DM,-,-,-
NRC2019,71,1,128,3-00-217,Dietary_inclusion,65,%DM,-,-,-
NRC2019,71,1,128,4-02-931,Dietary_inclusion,33.78,%DM,-,-,-
NRC2019,71,1,128,6-01-080,Dietary_inclusion,0.53,%DM,-,-,-
NRC2019,71,1,128,5-05-070,Dietary_inclusion,0.35,%DM,-,-,-
NRC2019,71,1,128,6-04-152,Dietary_inclusion,0.18,%DM,-,-,-
NRC2019,71,1,128,6-04-292,Dietary_inclusion,0.14,%DM,-,-,-
NRC2019,71,1,128,Vit1,Dietary_inclusion,0.04,%DM,-,-,-
NRC2019,71,1,129,1-00-071,Dietary_inclusion,65,%DM,-,-,-
NRC2019,71,1,129,4-02-931,Dietary_inclusion,33.78,%DM,-,-,-
NRC2019,71,1,129,6-01-080,Dietary_inclusion,0.53,%DM,-,-,-
NRC2019,71,1,129,5-05-070,Dietary_inclusion,0.35,%DM,-,-,-
NRC2019,71,1,129,6-04-152,Dietary_inclusion,0.18,%DM,-,-,-
NRC2019,71,1,129,6-04-292,Dietary_inclusion,0.14,%DM,-,-,-
NRC2019,71,1,129,Vit1,Dietary_inclusion,0.04,%DM,-,-,-
NRC2019,72,1,130,3-02-912,Dietary_inclusion,0,%DM,-,-,-
NRC2019,72,1,130,CrnSilAm,Dietary_inclusion,40,%DM,-,-,-
NRC2019,72,1,130,1-00-071,Dietary_inclusion,10,%DM,-,-,-
NRC2019,72,1,130,4-26-023,Dietary_inclusion,31.65,%DM,-,-,-
NRC2019,72,1,130,5-04-612,Dietary_inclusion,16.35,%DM,-,-,-
NRC2019,72,1,130,6-02-632,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,72,1,130,6-28-335,Dietary_inclusion,0.75,%DM,-,-,-
NRC2019,72,1,130,6-04-152,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,72,1,130,6-01-087,Dietary_inclusion,0.15,%DM,-,-,-
NRC2019,72,1,130,Vit1,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,72,1,131,3-02-912,Dietary_inclusion,0,%DM,-,-,-
NRC2019,72,1,131,CrnSilAm,Dietary_inclusion,40,%DM,-,-,-
NRC2019,72,1,131,1-00-071,Dietary_inclusion,10,%DM,-,-,-
NRC2019,72,1,131,4-26-023,Dietary_inclusion,31.65,%DM,-,-,-
NRC2019,72,1,131,5-04-612,Dietary_inclusion,16.35,%DM,-,-,-
NRC2019,72,1,131,6-02-632,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,72,1,131,6-28-335,Dietary_inclusion,0.75,%DM,-,-,-
NRC2019,72,1,131,6-04-152,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,72,1,131,6-01-087,Dietary_inclusion,0.15,%DM,-,-,-
NRC2019,72,1,131,Vit1,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,72,1,132,3-02-912,Dietary_inclusion,40,%DM,-,-,-
NRC2019,72,1,132,CrnSilAm,Dietary_inclusion,0,%DM,-,-,-
NRC2019,72,1,132,1-00-071,Dietary_inclusion,10,%DM,-,-,-
NRC2019,72,1,132,4-26-023,Dietary_inclusion,27.95,%DM,-,-,-
NRC2019,72,1,132,5-04-612,Dietary_inclusion,20.05,%DM,-,-,-
NRC2019,72,1,132,6-02-632,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,72,1,132,6-28-335,Dietary_inclusion,0.75,%DM,-,-,-
NRC2019,72,1,132,6-04-152,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,72,1,132,6-01-087,Dietary_inclusion,0.15,%DM,-,-,-
NRC2019,72,1,132,Vit1,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,72,1,133,3-02-912,Dietary_inclusion,40,%DM,-,-,-
NRC2019,72,1,133,CrnSilAm,Dietary_inclusion,0,%DM,-,-,-
NRC2019,72,1,133,1-00-071,Dietary_inclusion,10,%DM,-,-,-
NRC2019,72,1,133,4-26-023,Dietary_inclusion,27.95,%DM,-,-,-
NRC2019,72,1,133,5-04-612,Dietary_inclusion,20.05,%DM,-,-,-
NRC2019,72,1,133,6-02-632,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,72,1,133,6-28-335,Dietary_inclusion,0.75,%DM,-,-,-
NRC2019,72,1,133,6-04-152,Dietary_inclusion,0.5,%DM,-,-,-
NRC2019,72,1,133,6-01-087,Dietary_inclusion,0.15,%DM,-,-,-
NRC2019,72,1,133,Vit1,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,73,1,134,1-00-071,Dietary_inclusion,65,%DM,-,-,-
NRC2019,73,1,134,4-26-023,Dietary_inclusion,17.05,%DM,-,-,-
NRC2019,73,1,134,4-03-309,Dietary_inclusion,17.05,%DM,-,-,-
NRC2019,73,1,134,6-28-335,Dietary_inclusion,0.53,%DM,-,-,-
NRC2019,73,1,134,6-04-152,Dietary_inclusion,0.35,%DM,-,-,-
NRC2019,73,1,134,Vit1,Dietary_inclusion,0.04,%DM,-,-,-
NRC2019,73,1,135,3-00-217,Dietary_inclusion,65,%DM,-,-,-
NRC2019,73,1,135,4-26-023,Dietary_inclusion,17.05,%DM,-,-,-
NRC2019,73,1,135,4-03-309,Dietary_inclusion,17.05,%DM,-,-,-
NRC2019,73,1,135,6-28-335,Dietary_inclusion,0.53,%DM,-,-,-
NRC2019,73,1,135,6-04-152,Dietary_inclusion,0.35,%DM,-,-,-
NRC2019,73,1,135,Vit1,Dietary_inclusion,0.04,%DM,-,-,-
NRC2019,74,1,136,3-28-248,Dietary_inclusion,36,%DM,-,-,-
NRC2019,74,1,136,1-07-792,Dietary_inclusion,13,%DM,-,-,-
NRC2019,74,1,136,4-26-023,Dietary_inclusion,24.48,%DM,-,-,-
NRC2019,74,1,136,5-20-638,Dietary_inclusion,16.32,%DM,-,-,-
NRC2019,74,1,136,5-04-610,Dietary_inclusion,0,%DM,-,-,-
NRC2019,74,1,136,SoyExt,Dietary_inclusion,0,%DM,-,-,-
NRC2019,74,1,136,SoyExt,Dietary_inclusion,0,%DM,-,-,-
NRC2019,74,1,136,1-03-283,Dietary_inclusion,5.1,%DM,-,-,-
NRC2019,74,1,136,CrnStarch,Dietary_inclusion,2.04,%DM,-,-,-
NRC2019,74,1,136,4-04-695,Dietary_inclusion,1.53,%DM,-,-,-
NRC2019,74,1,136,TMSalt,Dietary_inclusion,0.26,%DM,-,-,-
NRC2019,74,1,136,6-01-080,Dietary_inclusion,0.51,%DM,-,-,-
NRC2019,74,1,136,6-02-632,Dietary_inclusion,0.61,%DM,-,-,-
NRC2019,74,1,136,6-04-292,Dietary_inclusion,0.1,%DM,-,-,-
NRC2019,74,1,136,Vit1,Dietary_inclusion,0.05,%DM,-,-,-
